PERSON_AGE,VEHICLE_ID,POSITION_IN_VEHICLE,EJECTION,SAFETY_EQUIPMENT
46.0,20067688.0,Driver,Not Ejected,Lap Belt & Harness
40.0,20065889.0,Driver,Not Ejected,Lap Belt & Harness
22.0,20070566.0,Driver,Not Ejected,Lap Belt & Harness
32.0,20066113.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Ejected,Unknown
30.0,NA,NA,NA,NA
50.0,20065748.0,Driver,Not Ejected,Lap Belt
64.0,20077155.0,Driver,Not Ejected,Lap Belt & Harness
26.0,20065619.0,Unknown,Not Ejected,Unknown
28.0,20065278.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
26.0,20065278.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Air Bag Deployed/Lap Belt/Harness
56.0,20065619.0,Driver,Not Ejected,Unknown
25.0,20066853.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
39.0,20066714.0,Driver,Not Ejected,Lap Belt & Harness
28.0,20066853.0,Driver,Not Ejected,Lap Belt & Harness
28.0,20065278.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Air Bag Deployed/Lap Belt/Harness
20.0,20072204.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
17.0,20072204.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Air Bag Deployed/Lap Belt/Harness
25.0,20072205.0,Driver,Not Ejected,Lap Belt & Harness
29.0,20070151.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
25.0,20070151.0,Driver,Not Ejected,Lap Belt & Harness
38.0,20070152.0,Driver,Not Ejected,Unknown
38.0,20069301.0,Driver,Not Ejected,Lap Belt & Harness
16.0,20066137.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
30.0,20065967.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
55.0,20065967.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
33.0,20065967.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
23.0,20065967.0,Driver,Not Ejected,Unknown
47.0,NA,NA,NA,NA
26.0,20067310.0,Driver,Not Ejected,Lap Belt & Harness
42.0,20067310.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
43.0,20069650.0,Driver,Not Ejected,Other
26.0,NA,NA,NA,NA
36.0,20066425.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
23.0,20066551.0,Driver,Not Ejected,Lap Belt
65.0,20066425.0,Driver,Not Ejected,Lap Belt & Harness
8.0,20065659.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Lap Belt
30.0,20067378.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt
32.0,NA,Unknown,Not Ejected,Unknown
57.0,20075484.0,Driver,Not Ejected,None
28.0,NA,NA,NA,NA
26.0,NA,NA,NA,NA
52.0,20067783.0,Driver,Not Ejected,None
47.0,NA,NA,NA,NA
52.0,NA,NA,NA,NA
29.0,20065555.0,Driver,Ejected,Unknown
51.0,20066381.0,Driver,Partially Ejected,Helmet (Motorcycle Only)
31.0,20066461.0,Driver,Not Ejected,Lap Belt & Harness
76.0,NA,NA,NA,NA
74.0,20074692.0,Driver,Not Ejected,Unknown
16.0,20065542.0,Driver,Ejected,Unknown
30.0,20065684.0,Driver,Ejected,Unknown
40.0,20068178.0,Driver,Not Ejected,None
43.0,20068805.0,Driver,Not Ejected,Lap Belt
21.0,20066825.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
20.0,20065839.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
12.0,20066825.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
32.0,20066161.0,Driver,Not Ejected,Lap Belt & Harness
30.0,20065681.0,Driver,Not Ejected,Unknown
49.0,20065564.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
49.0,20066825.0,Driver,Not Ejected,Lap Belt & Harness
21.0,20067411.0,Driver,Ejected,Unknown
73.0,20072601.0,Driver,Ejected,None
25.0,20070489.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
4.0,NA,NA,NA,NA
41.0,NA,NA,NA,NA
12.0,NA,NA,NA,NA
22.0,20065808.0,Driver,Not Ejected,Lap Belt & Harness
38.0,20065807.0,Driver,Not Ejected,Lap Belt & Harness
59.0,20065858.0,Driver,Not Ejected,Lap Belt & Harness
24.0,20074929.0,Driver,Not Ejected,Unknown
15.0,20069172.0,Driver,Not Ejected,Other
23.0,20069287.0,Driver,Not Ejected,Lap Belt & Harness
41.0,20066627.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
24.0,20066432.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
27.0,20067508.0,Driver,Not Ejected,Lap Belt
25.0,20067391.0,Driver,Not Ejected,None
42.0,20065628.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
56.0,20065664.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
46.0,20066627.0,Driver,Not Ejected,Lap Belt & Harness
38.0,20066245.0,Driver,Not Ejected,Lap Belt & Harness
25.0,20065886.0,Driver,Ejected,Helmet Only (In-Line Skater/Bicyclist)
55.0,20065689.0,Driver,Ejected,None
24.0,20066433.0,Driver,Not Ejected,Unknown
29.0,20076281.0,Driver,Not Ejected,Helmet (Motorcycle Only)
34.0,20088966.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
40.0,20088967.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
67.0,20088966.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
57.0,NA,NA,NA,NA
42.0,20066366.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
15.0,20066062.0,Driver,Partially Ejected,None
28.0,20067395.0,Driver,Not Ejected,Lap Belt & Harness
30.0,20066366.0,Driver,Not Ejected,Unknown
28.0,20067395.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
51.0,20067396.0,Driver,Not Ejected,Lap Belt & Harness
27.0,NA,NA,NA,NA
23.0,20084916.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
24.0,20084916.0,Driver,Not Ejected,Lap Belt & Harness
66.0,20084917.0,Driver,Not Ejected,Lap Belt & Harness
65.0,NA,NA,NA,NA
35.0,20068476.0,Driver,Not Ejected,Lap Belt
30.0,20068474.0,Riding/Hanging on Outside,Not Ejected,None
56.0,20066440.0,Driver,Not Ejected,Unknown
36.0,20065778.0,Driver,Not Ejected,None
10.0,20067233.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
30.0,20066435.0,Driver,Not Ejected,Unknown
49.0,20067233.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
34.0,20074480.0,Driver,Not Ejected,Other
31.0,20068136.0,Driver,Not Ejected,None
58.0,20066009.0,Driver,Not Ejected,Unknown
38.0,20066115.0,Driver,Not Ejected,Lap Belt & Harness
50.0,20067206.0,Driver,Not Ejected,Lap Belt
27.0,NA,NA,NA,NA
15.0,20073880.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
26.0,20067815.0,Driver,Not Ejected,None
34.0,20066443.0,Driver,Not Ejected,Lap Belt
26.0,20066774.0,Driver,Not Ejected,Lap Belt & Harness
26.0,20065561.0,Driver,Not Ejected,None
51.0,20073559.0,Driver,Not Ejected,Unknown
64.0,NA,NA,NA,NA
28.0,20077594.0,Driver,Not Ejected,Lap Belt & Harness
46.0,20077594.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
39.0,20094991.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
13.0,20065880.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
22.0,NA,NA,NA,NA
71.0,NA,NA,NA,NA
32.0,NA,NA,NA,NA
30.0,20077820.0,Driver,Not Ejected,Unknown
33.0,20077820.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
32.0,20077820.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
27.0,20066861.0,Driver,Not Ejected,Lap Belt & Harness
26.0,20066577.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
19.0,20066862.0,Driver,Not Ejected,Lap Belt & Harness
29.0,20067141.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
43.0,20066577.0,Driver,Not Ejected,Unknown
37.0,20066861.0,Driver,Not Ejected,Lap Belt & Harness
46.0,20067470.0,Driver,Not Ejected,Lap Belt & Harness
40.0,20066349.0,Driver,Not Ejected,Unknown
24.0,20066347.0,Driver,Not Ejected,Lap Belt & Harness
62.0,20066348.0,Driver,Not Ejected,Lap Belt & Harness
34.0,20068443.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
26.0,20069443.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
27.0,20069443.0,Driver,Not Ejected,Lap Belt
47.0,20066232.0,Driver,Not Ejected,Lap Belt & Harness
23.0,20066101.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
79.0,20066231.0,Driver,Not Ejected,Lap Belt & Harness
56.0,20066100.0,Driver,Not Ejected,Unknown
47.0,20067060.0,Driver,Not Ejected,None
59.0,20073076.0,Driver,Not Ejected,Helmet (Motorcycle Only)
84.0,NA,NA,NA,NA
22.0,20065679.0,Driver,Ejected,None
31.0,20066203.0,Driver,Ejected,None
54.0,NA,NA,NA,NA
17.0,20067212.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
59.0,20067213.0,Driver,Not Ejected,Unknown
43.0,20070767.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
42.0,20067184.0,Riding/Hanging on Outside,Not Ejected,None
28.0,20069029.0,Driver,Not Ejected,Lap Belt & Harness
26.0,20069320.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
28.0,20069026.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
35.0,20069361.0,Driver,Not Ejected,Lap Belt & Harness
29.0,20069320.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
34.0,20069026.0,Driver,Not Ejected,Lap Belt & Harness
58.0,20070683.0,Driver,Not Ejected,Lap Belt
44.0,20069320.0,Driver,Not Ejected,Lap Belt & Harness
41.0,NA,NA,NA,NA
41.0,20067185.0,Driver,Not Ejected,Unknown
34.0,NA,NA,NA,NA
29.0,20066514.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Air Bag Deployed/Lap Belt/Harness
39.0,20066969.0,Driver,Not Ejected,Unknown
24.0,20066514.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Air Bag Deployed/Lap Belt/Harness
55.0,20082081.0,Driver,Not Ejected,Lap Belt & Harness
28.0,NA,NA,NA,NA
44.0,NA,NA,NA,NA
30.0,20067162.0,Driver,Not Ejected,Lap Belt & Harness
9.0,20067161.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
32.0,20067161.0,Driver,Not Ejected,Lap Belt & Harness
45.0,20066629.0,Driver,Not Ejected,Lap Belt & Harness
48.0,20067163.0,Driver,Not Ejected,Lap Belt & Harness
40.0,NA,NA,NA,NA
36.0,20067218.0,Driver,Not Ejected,Unknown
11.0,NA,NA,NA,NA
25.0,20066645.0,Driver,Ejected,Helmet (Motorcycle Only)
47.0,20066822.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
37.0,20067326.0,Driver,Ejected,Helmet Only (In-Line Skater/Bicyclist)
17.0,NA,NA,NA,NA
13.0,20066822.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
50.0,20066822.0,Driver,Not Ejected,Lap Belt & Harness
66.0,20071195.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
55.0,20071196.0,Driver,Not Ejected,Unknown
50.0,20067598.0,Driver,Not Ejected,Unknown
41.0,20066942.0,Driver,Not Ejected,Lap Belt & Harness
33.0,20067248.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
45.0,20067878.0,Driver,Not Ejected,None
34.0,20066898.0,Driver,Ejected,None
64.0,20066517.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Other
54.0,20067249.0,Driver,Not Ejected,Lap Belt & Harness
36.0,20066925.0,Driver,Not Ejected,Lap Belt & Harness
63.0,20067221.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
39.0,20067831.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,None
23.0,20067167.0,Driver,Not Ejected,Unknown
60.0,20066517.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Other
2.0,20066838.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Child Restraint Only
72.0,20078753.0,Driver,Not Ejected,Unknown
29.0,20089942.0,Driver,Not Ejected,Unknown
36.0,20066570.0,Driver,Not Ejected,Lap Belt & Harness
76.0,20066556.0,Driver,Not Ejected,Lap Belt & Harness
63.0,20067943.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
25.0,20066974.0,Driver,Not Ejected,Lap Belt & Harness
37.0,20067668.0,Driver,Not Ejected,None
60.0,20066973.0,Driver,Not Ejected,Lap Belt & Harness
30.0,20066945.0,Driver,Not Ejected,Lap Belt & Harness
49.0,20067128.0,Driver,Not Ejected,None
52.0,20066973.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
56.0,20067943.0,Driver,Not Ejected,Lap Belt & Harness
33.0,20066648.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
31.0,20068137.0,Driver,Not Ejected,None
36.0,20069651.0,Driver,Not Ejected,Helmet (Motorcycle Only)
58.0,20067215.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
37.0,NA,NA,NA,NA
69.0,20067215.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
48.0,20066808.0,Driver,Not Ejected,Lap Belt & Harness
51.0,20067790.0,Driver,Not Ejected,Lap Belt & Harness
24.0,20066489.0,Driver,Ejected,Helmet (Motorcycle Only)
62.0,NA,NA,NA,NA
28.0,20067215.0,Driver,Partially Ejected,Lap Belt & Harness
51.0,20072966.0,Driver,Not Ejected,Unknown
55.0,NA,NA,NA,NA
37.0,NA,NA,NA,NA
50.0,20067535.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
41.0,NA,NA,NA,NA
30.0,20066579.0,Driver,Not Ejected,Lap Belt & Harness
32.0,20066653.0,Driver,Not Ejected,Helmet (Motorcycle Only)
50.0,20067824.0,Driver,Not Ejected,Lap Belt & Harness
47.0,20067533.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
34.0,20068535.0,Driver,Ejected,Helmet/Other (In-Line Skater/Bicyclist)
33.0,20068360.0,Driver,Not Ejected,Harness
32.0,20067361.0,Driver,Not Ejected,Lap Belt & Harness
48.0,20067533.0,Driver,Not Ejected,Lap Belt & Harness
53.0,20073592.0,Driver,Not Ejected,None
67.0,20073238.0,Driver,Not Ejected,Lap Belt & Harness
15.0,NA,NA,NA,NA
45.0,20067571.0,Driver,Not Ejected,Unknown
36.0,20067253.0,Driver,Not Ejected,Helmet (Motorcycle Only)
67.0,20067570.0,Driver,Not Ejected,Unknown
32.0,NA,NA,NA,NA
24.0,20068093.0,Driver,Not Ejected,Lap Belt & Harness
43.0,20067337.0,Driver,Ejected,None
43.0,20066777.0,Driver,Not Ejected,Lap Belt & Harness
23.0,20068869.0,Driver,Partially Ejected,Helmet Only (In-Line Skater/Bicyclist)
53.0,20067838.0,Driver,Not Ejected,None
25.0,20067603.0,Driver,Not Ejected,Harness
27.0,20068193.0,Driver,Ejected,None
14.0,20067113.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
31.0,20068012.0,Driver,Not Ejected,Unknown
43.0,20068013.0,Driver,Not Ejected,Air Bag Deployed
39.0,NA,NA,NA,NA
32.0,NA,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Not Ejected,Other
26.0,20068251.0,Driver,Not Ejected,Unknown
64.0,NA,NA,NA,NA
18.0,20068193.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Ejected,None
21.0,20067169.0,Driver,Not Ejected,Lap Belt & Harness
24.0,20067604.0,Driver,Not Ejected,Harness
52.0,20067872.0,Driver,Not Ejected,Lap Belt
10.0,20068012.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
27.0,20067437.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
60.0,20068971.0,Driver,Partially Ejected,Unknown
27.0,20067437.0,Driver,Not Ejected,Lap Belt & Harness
42.0,20077158.0,Driver,Not Ejected,Helmet (Motorcycle Only)
37.0,20067176.0,Driver,Not Ejected,Lap Belt & Harness
35.0,20067722.0,Driver,Not Ejected,Lap Belt & Harness
16.0,NA,NA,NA,NA
25.0,20067177.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
31.0,20066834.0,Driver,Not Ejected,Lap Belt & Harness
63.0,NA,NA,NA,NA
29.0,20067177.0,Driver,Not Ejected,Lap Belt & Harness
45.0,20066609.0,Driver,Not Ejected,Lap Belt & Harness
10.0,NA,NA,NA,NA
53.0,20072658.0,Driver,Not Ejected,None
23.0,20078503.0,Driver,Not Ejected,None
30.0,20067224.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
41.0,20067357.0,Driver,Not Ejected,Lap Belt & Harness
26.0,20067191.0,Driver,Not Ejected,Unknown
28.0,20069216.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
36.0,20069216.0,Driver,Not Ejected,Lap Belt & Harness
25.0,20068164.0,Driver,Ejected,Helmet Only (In-Line Skater/Bicyclist)
20.0,NA,NA,NA,NA
36.0,20074968.0,Driver,Ejected,Helmet (Motorcycle Only)
47.0,20066749.0,Driver,Not Ejected,Lap Belt & Harness
24.0,20067132.0,Driver,Not Ejected,Helmet (Motorcycle Only)
43.0,20066694.0,Driver,Not Ejected,Lap Belt & Harness
55.0,20067180.0,Driver,Not Ejected,Lap Belt
27.0,20066750.0,Driver,Not Ejected,None
45.0,NA,Driver,Ejected,Helmet/Other (In-Line Skater/Bicyclist)
27.0,20067669.0,Driver,Not Ejected,Lap Belt & Harness
58.0,20067946.0,Driver,Not Ejected,None
28.0,20067338.0,Driver,Not Ejected,Lap Belt & Harness
24.0,20068588.0,Driver,Not Ejected,Unknown
63.0,20070157.0,Driver,Not Ejected,Unknown
68.0,20070157.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
29.0,20067171.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
